seq,rtt_ms,status,timestamp
327,57.905,OK,1770975821.191418
328,57.572,OK,1770975821.251676
329,58.528,OK,1770975821.312446
330,57.212,OK,1770975821.371205
331,59.191,OK,1770975821.432380
332,56.741,OK,1770975821.491385
333,57.786,OK,1770975821.551408
334,57.751,OK,1770975821.611373
335,63.776,OK,1770975821.677391
336,70.429,OK,1770975821.751379
337,76.510,OK,1770975821.831372
338,56.526,OK,1770975821.891332
339,56.841,OK,1770975821.950122
340,59.463,OK,1770975822.011433
341,58.066,OK,1770975822.071726
342,64.565,OK,1770975822.138421
343,41.677,OK,1770975822.183399
344,65.766,OK,1770975822.251394
345,51.472,OK,1770975822.306302
346,62.827,OK,1770975822.371388
347,56.577,OK,1770975822.431423
348,58.517,OK,1770975822.492301
349,57.291,OK,1770975822.551232
350,58.110,OK,1770975822.611414
351,57.600,OK,1770975822.671217
352,59.410,OK,1770975822.732430
353,56.785,OK,1770975822.791377
354,56.840,OK,1770975822.850368
355,58.828,OK,1770975822.911384
356,57.869,OK,1770975822.971425
357,49.683,OK,1770975823.023336
358,64.747,OK,1770975823.090238
359,57.890,OK,1770975823.151215
360,57.225,OK,1770975823.210338
361,57.802,OK,1770975823.270438
362,70.793,OK,1770975823.343394
363,63.771,OK,1770975823.410412
364,46.647,OK,1770975823.460413
365,67.846,OK,1770975823.530438
366,56.681,OK,1770975823.590466
367,58.437,OK,1770975823.651160
368,47.255,OK,1770975823.700185
369,56.261,OK,1770975823.758448
370,49.853,OK,1770975823.810343
371,58.926,OK,1770975823.871475
372,57.640,OK,1770975823.931376
373,57.869,OK,1770975823.991410
374,57.824,OK,1770975824.051415
375,56.879,OK,1770975824.110472
376,57.764,OK,1770975824.170414
377,47.644,OK,1770975824.220163
378,70.390,OK,1770975824.292243
379,56.184,OK,1770975824.351410
380,52.927,OK,1770975824.406462
381,52.877,OK,1770975824.461413
382,66.715,OK,1770975824.530402
383,57.504,OK,1770975824.591159
384,57.347,OK,1770975824.650424
385,57.792,OK,1770975824.710332
386,58.952,OK,1770975824.771283
387,57.856,OK,1770975824.831271
388,58.511,OK,1770975824.892209
389,56.136,OK,1770975824.950410
390,59.740,OK,1770975825.012363
391,50.584,OK,1770975825.066425
392,62.880,OK,1770975825.131390
393,66.733,OK,1770975825.201457
394,66.449,OK,1770975825.271397
395,51.639,OK,1770975825.326392
396,62.438,OK,1770975825.391191
397,58.280,OK,1770975825.452479
398,56.478,OK,1770975825.511402
399,45.838,OK,1770975825.559566
400,49.429,OK,1770975825.611449
401,43.941,OK,1770975825.657439
402,52.831,OK,1770975825.712589
403,56.539,OK,1770975825.771450
404,57.767,OK,1770975825.831451
405,57.749,OK,1770975825.891482
406,52.415,OK,1770975825.946385
407,63.050,OK,1770975826.011204
408,57.016,OK,1770975826.071452
409,51.780,OK,1770975826.125486
410,64.707,OK,1770975826.192503
411,56.408,OK,1770975826.252442
412,58.174,OK,1770975826.312863
